	wlsubj	run	task	trial_id	cond	sacc_idx	sacc_label	index	event	eye	start_time	end_time	duration	x_start	y_start	x_end	y_end	amp_deg	peak_v	trial_start	trial_end	target_x	target_y	sac_x_deg	sac_y_deg	sac_ang	sac_ecc	target_theta	sacc_theta	ang_dist	fix_duration	x_centered	y_centered
45	114	8	ltm	7	29	0	response	874	ESACC	R	1731511	1731571	62	1004.6	504.8	1243.4	658.9	6.7	251	1714732	1732768	4.165849597908765	-5.625450837719887	6.440909090909093	-2.7022727272727267	-22.76040446024785	6.984811222210475	-0.9333796590151036	-0.3972439969169274	-30.71831068467752	64	3.567965098111899	6.004765846273503
46	114	8	ltm	7	29	1	corrective	875	ESACC	R	1731635	1731639	6	1222.0	658.9	1221.8	651.9	0.26	45	1714732	1732768	4.165849597908765	-5.625450837719887	5.949999999999999	-2.543181818181817	-23.143099530224617	6.470724361331625	-0.9333796590151036	-0.4039232859191723	-30.33561561470073	76	3.2681313613931025	5.5847641995888635
47	114	8	ltm	7	29	2	corrective	876	ESACC	R	1731715	1731739	26	1218.2	660.3	1234.6	705.0	1.7	137	1714732	1732768	4.165849597908765	-5.625450837719887	6.2409090909090885	-3.75	-31.00056323761845	7.280895980646318	-0.9333796590151036	-0.5410618984691549	-22.47815190730691	238	2.783713040204332	6.727732752628338
48	114	8	ltm	7	29	3	corrective	877	ESACC	R	1731977	1731987	12	1232.3	706.3	1271.6	702.0	0.56	60	1714732	1732768	4.165849597908765	-5.625450837719887	7.081818181818179	-3.6818181818181817	-27.46979979285851	7.981724994278961	-0.9333796590151036	-0.4794384512490375	-26.00891535206682	118	3.5000741758840803	7.173382371490234
49	114	8	ltm	7	29	4	corrective	878	ESACC	R	1732105	1732157	54	1241.4	704.7	1218.8	687.2	0.73	87	1714732	1732768	4.165849597908765	-5.625450837719887	5.881818181818181	-3.3454545454545466	-29.6303089860387	6.766672094883083	-0.9333796590151036	-0.5171464501896376	-23.848406158886657	168	2.73588836360304	6.188922854711545
50	114	8	ltm	7	29	5	corrective	879	ESACC	R	1732325	1732337	14	1217.5	689.8	1218.6	687.8	0.08	48	1714732	1732768	4.165849597908765	-5.625450837719887	5.877272727272725	-3.359090909090908	-29.749653161636218	6.769477560807848	-0.9333796590151036	-0.5192293989968926	-23.72906198328913	238	2.724120182024179	6.197176428033136
51	114	8	ltm	7	29	6	corrective	880	ESACC	R	1732575	1732583	10	1225.3	694.4	1227.8	684.5	0.37	48	1714732	1732768	4.165849597908765	-5.625450837719887	6.086363636363635	-3.284090909090909	-28.35049056624183	6.91585680976863	-0.9333796590151036	-0.4948094049365119	-25.128224578683486	168	2.9367872319596393	6.2613382089951
52	114	8	ltm	7	29	7	last	881	ESACC	R	1732751	1732757	8	1227.0	687.3	1225.7	678.1	0.35	50	1714732	1732768	4.165849597908765	-5.625450837719887	6.038636363636365	-3.138636363636364	-27.46356703525549	6.80559823640596	-0.9333796590151036	-0.4793296691073864	-26.015148109669823	11	2.9849949938667986	6.116042204069726
53	114	8	ltm	8	24	0	response	997	ESACC	R	1748755	1748815	62	948.5	474.9	653.8	558.6	5.14	114	1732768	1749812	-6.842910103935209	-1.4746461641564823	-6.95909090909091	-0.4227272727272732	-176.52386148524968	6.97191828897178	-2.929338768552616	-3.0809225912520146	8.685113283134895	114	-1.0527874270503872	6.891972378176209
54	114	8	ltm	8	24	1	corrective	998	ESACC	R	1748929	1748935	8	602.2	564.7	622.6	554.9	0.46	77	1732768	1749812	-6.842910103935209	-1.4746461641564823	-7.668181818181818	-0.3386363636363631	-177.4713906562976	7.675655475819057	-2.929338768552616	-3.0974600950454936	9.632642454182829	90	-1.2843709585641618	7.567435379589841
55	114	8	ltm	8	24	2	corrective	999	ESACC	R	1749025	1749069	46	677.7	573.0	679.7	596.9	0.91	57	1732768	1749812	-6.842910103935209	-1.4746461641564823	-6.370454545454544	-1.2931818181818178	-168.52506368019584	6.500385398618954	-2.929338768552616	-2.941317233352529	0.6863154780810484	92	-0.0778627756465849	6.49991905478423
56	114	8	ltm	8	24	3	last	1000	ESACC	R	1749161	1749169	10	689.4	598.9	717.7	603.8	0.43	54	1732768	1749812	-6.842910103935209	-1.4746461641564823	-5.506818181818181	-1.449999999999999	-165.24828979615185	5.6945189864995	-2.929338768552616	-2.884126740232599	-2.5904584059629423	643	0.25737304888295837	5.688699816417806
57	114	8	ltm	9	17	0	response	1101	ESACC	R	1765727	1765757	32	995.9	492.5	1163.5	312.2	7.13	470	1749812	1766848	5.917859203280601	3.7388423943979103	4.625	5.177272727272728	48.22470911925454	6.9422458824621005	0.5634668923600338	0.8416799549475265	-15.940434291672354	130	1.9066035689848904	6.675300796465734
58	114	8	ltm	9	17	1	corrective	1102	ESACC	R	1765887	1765909	24	1149.2	346.4	1229.9	298.7	2.08	190	1749812	1766848	5.917859203280601	3.7388423943979103	6.134090909090912	5.484090909090909	41.797823149210295	8.22814221924763	0.5634668923600338	0.7295096341200248	-9.513548321628113	188	1.3599541022844572	8.114976846537825
59	114	8	ltm	9	17	2	last	1103	ESACC	R	1766097	1766119	24	1211.3	305.7	1179.4	290.8	0.7	116	1749812	1766848	5.917859203280601	3.7388423943979103	4.986363636363638	5.663636363636363	48.63874971178847	7.545899494000284	0.5634668923600338	0.8489063265241518	-16.354474884206283	729	2.124767831579948	7.240577382739361
60	114	8	ltm	10	20	0	first	1188	ESACC	R	1783609	1783663	56	996.4	496.3	917.9	282.9	8.03	383	1766848	1784884	-2.169169994143071	6.655426472924883	-0.9568181818181823	5.843181818181819	99.2996224447936	5.921002853688591	1.8858646455555057	1.7331053576489095	8.752462478471786	28	-0.900974516181967	5.852052606955879
61	114	8	ltm	10	20	1	response	1189	ESACC	R	1783691	1783695	6	890.2	244.5	887.7	242.1	0.09	39	1766848	1784884	-2.169169994143071	6.655426472924883	-1.6431818181818172	6.770454545454545	103.64185672126436	6.967000878403089	1.8858646455555057	1.808891642666278	4.410228202001039	116	-0.5357415820219212	6.946371872924891
62	114	8	ltm	10	20	2	corrective	1190	ESACC	R	1783811	1783827	18	862.6	274.2	844.9	239.8	1.28	130	1766848	1784884	-2.169169994143071	6.655426472924883	-2.615909090909092	6.822727272727272	110.97737613231274	7.30702318389078	1.8858646455555057	1.9369206087330275	-2.9252912090473395	186	0.372905048025664	7.297501602265966
63	114	8	ltm	10	20	3	last	1191	ESACC	R	1784013	1784035	24	834.3	256.2	857.1	219.5	1.37	85	1766848	1784884	-2.169169994143071	6.655426472924883	-2.338636363636363	7.284090909090909	107.79979051497222	7.650307210382021	1.8858646455555057	1.8814612774464188	0.2522944082931826	849	-0.03368700993144124	7.650233042109568
64	114	8	ltm	11	31	0	first	1292	ESACC	R	1799711	1799781	72	988.8	500.4	1179.9	514.9	2.69	190	1784884	1800911	6.829116595117326	-1.5372594219236857	4.997727272727275	0.570454545454546	6.511718365048692	5.0301785535895	-0.2214131445113365	0.1136509254326817	-19.197757074268463	50	1.6540719916183881	4.750446518753298
65	114	8	ltm	11	31	1	corrective	1293	ESACC	R	1799831	1799887	58	1179.3	501.6	1224.3	544.4	1.74	123	1784884	1800911	6.829116595117326	-1.5372594219236857	6.006818181818181	-0.0999999999999994	-0.9537576389178072	6.007650511591156	-0.2214131445113365	-0.0166462110651634	-11.73228107030194	116	1.2215894551815387	5.8821410959284846
66	114	8	ltm	11	31	2	corrective	1294	ESACC	R	1800003	1800027	26	1233.9	544.1	1279.6	506.2	1.57	152	1784884	1800911	6.829116595117326	-1.5372594219236857	7.263636363636362	0.7681818181818184	6.037000635810663	7.304143791638113	-0.2214131445113365	0.1053655380398871	-18.72303934503044	544	2.3445852342914795	6.917617842008039
67	114	8	ltm	11	31	3	response	1295	ESACC	R	1800571	1800575	6	1268.1	520.9	1269.0	513.6	0.28	57	1784884	1800911	6.829116595117326	-1.5372594219236857	7.0227272727272725	0.5999999999999995	4.883314578019518	7.048311737367143	-0.2214131445113365	0.0852299177970781	-17.56935328723929	336	2.127603374952975	6.719523958287235
68	114	8	ltm	12	26	0	response	1398	ESACC	R	1816895	1816957	64	857.6	608.9	757.0	747.0	5.37	179	1800911	1817947	-4.492130893182292	-5.368496999954202	-4.613636363636363	-4.704545454545454	-134.44103451916786	6.5892631173563	-2.2675521063406983	-2.3464387021468305	4.519868999845796	106	-0.5192655717596393	6.568770942553652
69	114	8	ltm	12	26	1	corrective	1399	ESACC	R	1817063	1817095	34	772.2	753.9	809.3	720.5	1.35	93	1800911	1817947	-4.492130893182292	-5.368496999954202	-3.425000000000001	-4.102272727272728	-129.8586082811308	5.344087062251665	-2.2675521063406983	-2.266460276563307	-0.0625572381912364	54	0.005834832228262363	5.344083876929562
70	114	8	ltm	12	26	2	corrective	1400	ESACC	R	1817149	1817167	20	803.4	729.9	809.7	748.4	0.7	96	1800911	1817947	-4.492130893182292	-5.368496999954202	-3.4159090909090897	-4.736363636363635	-125.79948991945824	5.839655419048553	-2.2675521063406983	-2.1956152964239624	-4.121675599863814	78	0.4197239579417944	5.824552104012188
71	114	8	ltm	12	26	3	corrective	1401	ESACC	R	1817245	1817253	10	810.8	748.2	803.9	738.5	0.37	73	1800911	1817947	-4.492130893182292	-5.368496999954202	-3.5477272727272733	-4.511363636363637	-128.18143912147522	5.739230842295597	-2.2675521063406983	-2.23718815261441	-1.7397263978468365	58	0.17423896299946007	5.736585347132029
72	114	8	ltm	12	26	4	corrective	1402	ESACC	R	1817311	1817393	84	799.6	737.4	802.9	736.4	0.06	121	1800911	1817947	-4.492130893182292	-5.368496999954202	-3.5704545454545458	-4.463636363636363	-128.65625039396593	5.715959696143236	-2.2675521063406983	-2.2454751726449573	-1.26491512535611	98	0.12618061275388567	5.7145667990582565
73	114	8	ltm	12	26	5	corrective	1403	ESACC	R	1817491	1817507	18	808.5	733.6	795.4	732.3	0.19	72	1800911	1817947	-4.492130893182292	-5.368496999954202	-3.740909090909092	-4.370454545454544	-130.56201228957872	5.752849186301565	-2.2675521063406983	-2.278736992482449	0.6408467702566797	336	-0.06434362153736246	5.752489344509734
74	114	8	ltm	12	26	6	last	1404	ESACC	R	1817843	1817923	82	807.7	720.8	810.8	733.0	0.46	117	1800911	1817947	-4.492130893182292	-5.368496999954202	-3.390909090909092	-4.386363636363637	-127.70606726696327	5.544226764231704	-2.2675521063406983	-2.2288913485818656	-2.2150982523587657	24	0.21429061685394535	5.540083929395971
75	114	8	ltm	13	22	0	first	1483	ESACC	R	1832685	1832747	64	983.3	506.4	870.1	291.5	8.2	350	1817947	1833982	-6.411875827365938	2.808531355431228	-2.043181818181817	5.6477272727272725	109.88863553463364	6.005948325556606	2.7287456393246603	1.9179185006033963	46.45697296339696	144	-4.353455111192106	4.13749246332746
76	114	8	ltm	13	22	1	response	1484	ESACC	R	1832891	1832913	24	842.4	296.4	777.5	282.4	1.02	122	1817947	1833982	-6.411875827365938	2.808531355431228	-4.1477272727272725	5.854545454545455	125.31615012430368	7.17491073172792	2.7287456393246603	2.1871794255926007	31.029458373726904	232	-3.698513768711904	6.148198102770676
77	114	8	ltm	13	22	2	corrective	1485	ESACC	R	1833145	1833153	10	782.7	288.4	773.6	279.0	0.37	47	1817947	1833982	-6.411875827365938	2.808531355431228	-4.236363636363635	5.931818181818182	125.53352441905574	7.289255366747201	2.7287456393246603	2.1909733227452244	30.812084078974863	206	-3.7337316437991195	6.260390707755067
78	114	8	ltm	13	22	3	corrective	1486	ESACC	R	1833359	1833367	10	770.8	285.0	761.1	274.1	0.42	54	1817947	1833982	-6.411875827365938	2.808531355431228	-4.520454545454545	6.043181818181818	126.79742816875294	7.546824218512311	2.7287456393246603	2.213032604605743	29.54818032927766	204	-3.721756155523804	6.565294121663143
79	114	8	ltm	13	22	4	last	1487	ESACC	R	1833571	1833575	6	759.9	291.1	755.4	281.7	0.35	60	1817947	1833982	-6.411875827365938	2.808531355431228	-4.65	5.870454545454546	128.38282242618274	7.488974333661983	2.7287456393246603	2.240702954340104	27.96278607184785	407	-3.511564970413612	6.614654036970641
80	114	8	ltm	14	18	0	first	1596	ESACC	R	1851655	1851823	170	999.8	527.4	1126.4	258.7	10.17	498	1833982	1853027	4.491304263565175	5.369188580417091	3.781818181818184	6.3931818181818185	59.39401799402368	7.427982399054347	0.8741945151799487	1.036621169984471	-9.30636180072744	116	1.201204251816492	7.330213562105756
81	114	8	ltm	14	18	1	response	1597	ESACC	R	1851939	1851943	6	1105.5	272.4	1105.6	264.3	0.3	49	1833982	1853027	4.491304263565175	5.369188580417091	3.309090909090907	6.265909090909091	62.1610058827476	7.086021406979044	0.8741945151799487	1.08491421900551	-12.073349689451362	32	1.4821387277798397	6.929283092195067
82	114	8	ltm	14	18	2	last	1598	ESACC	R	1851975	1852009	36	1103.3	263.0	1155.9	246.2	0.94	127	1833982	1853027	4.491304263565175	5.369188580417091	4.452272727272729	6.677272727272728	56.30543233426248	8.025503318321956	0.8741945151799487	0.9827151809917568	-6.217776140966246	1018	0.8692245121160385	7.978292565451167
83	114	8	ltm	15	28	0	first	1728	ESACC	R	1870863	1870909	48	986.4	510.1	1000.6	724.0	8.07	315	1853027	1872063	1.506874948392787	-6.83588530403387	0.9227272727272732	-4.181818181818182	-77.55694460232917	4.282409243127031	-1.353830224981546	-1.3536240410974878	-0.0118134663601455	46	0.0008829637646185719	4.282409152100581
84	114	8	ltm	15	28	1	corrective	1729	ESACC	R	1870955	1871039	86	996.7	722.8	979.9	770.5	1.8	204	1853027	1872063	1.506874948392787	-6.83588530403387	0.4522727272727267	-5.238636363636363	-85.06565815387273	5.258123388648077	-1.353830224981546	-1.4846758151610395	7.496900085183408	78	-0.6860407729034544	5.213176539132544
85	114	8	ltm	15	28	2	corrective	1730	ESACC	R	1871117	1871221	106	984.6	785.9	982.7	787.9	0.08	102	1853027	1872063	1.506874948392787	-6.83588530403387	0.515909090909092	-5.634090909090909	-84.76806294984777	5.657662287728339	-1.353830224981546	-1.4794817990126603	7.19930488115847	34	-0.7090250107305275	5.613058533112054
86	114	8	ltm	15	28	3	response	1731	ESACC	R	1871255	1871339	86	978.8	774.3	1000.1	815.6	1.56	140	1853027	1872063	1.506874948392787	-6.83588530403387	0.9113636363636368	-6.263636363636365	-81.72151607764403	6.329591153743955	-1.353830224981546	-1.4263095252763704	4.1527580089547484	30	-0.45836277625095384	6.312972971500928
87	114	8	ltm	15	28	4	last	1732	ESACC	R	1871369	1871729	362	1002.5	812.0	994.4	811.0	0.12	157	1853027	1872063	1.506874948392787	-6.83588530403387	0.7818181818181813	-6.159090909090909	-82.76572012846748	6.208513549624239	-1.353830224981546	-1.444534324025902	5.196962059778212	334	-0.5623657680379227	6.182991609148996
0	114	9	wm	0	44	0	first	129	ESACC	R	2001785	2002151	368	981.8	516.6	1018.1	780.3	9.93	521	1984013	2003064	0.8023324772439517	-6.953866737000328	1.320454545454546	-5.461363636363635	-76.40781382172503	5.618726988847794	-1.4559249384269075	-1.333567925439933	-7.010540437981038	32	0.6857765036947977	5.57671978515926
1	114	9	wm	0	44	1	corrective	130	ESACC	R	2002183	2002245	64	1018.1	793.1	1004.8	791.6	0.19	99	1984013	2003064	0.8023324772439517	-6.953866737000328	1.0181818181818172	-5.718181818181819	-79.90370507657752	5.808123407836748	-1.4559249384269075	-1.3945827381287854	-3.514649183128536	30	0.35605967059427374	5.7971992402915955
2	114	9	wm	0	44	2	corrective	131	ESACC	R	2002275	2002357	84	1012.3	795.1	1006.3	781.5	0.51	105	1984013	2003064	0.8023324772439517	-6.953866737000328	1.052272727272726	-5.488636363636363	-79.14703486245594	5.588596158678258	-1.4559249384269075	-1.3813763515405937	-4.271319397250097	64	0.4162361580152621	5.57307406065576
3	114	9	wm	0	44	3	corrective	132	ESACC	R	2002421	2002461	42	1021.9	787.3	1007.6	789.9	0.22	73	1984013	2003064	0.8023324772439517	-6.953866737000328	1.0818181818181822	-5.679545454545454	-79.2157021324374	5.781657820103186	-1.4559249384269075	-1.3825748214901257	-4.2026521272686574	26	0.4237050994089366	5.766111439912967
4	114	9	wm	0	44	4	corrective	133	ESACC	R	2002487	2002533	48	1009.3	777.1	1005.6	790.2	0.49	107	1984013	2003064	0.8023324772439517	-6.953866737000328	1.0363636363636368	-5.686363636363637	-79.67097299689698	5.780032957668628	-1.4559249384269075	-1.3905207970633466	-3.7473812628090513	60	0.3777686279246053	5.767674735583787
5	114	9	wm	0	44	5	response	134	ESACC	R	2002593	2002611	20	1007.6	769.1	1022.0	799.3	1.14	114	1984013	2003064	0.8023324772439517	-6.953866737000328	1.4090909090909092	-5.893181818181817	-76.55274807333137	6.059301043208811	-1.4559249384269075	-1.336097505329378	-6.8656061863746745	26	0.724334176443714	6.015851488614642
6	114	9	wm	0	44	6	corrective	135	ESACC	R	2002637	2002713	78	1001.3	776.3	1012.9	788.5	0.48	132	1984013	2003064	0.8023324772439517	-6.953866737000328	1.2022727272727267	-5.6477272727272725	-77.98242057639942	5.774277708757281	-1.4559249384269075	-1.3610499977331438	-5.435933683306645	40	0.5470127590655689	5.748309325294761
7	114	9	wm	0	44	7	corrective	136	ESACC	R	2002753	2002799	48	1000.1	774.0	1017.0	785.0	0.47	100	1984013	2003064	0.8023324772439517	-6.953866737000328	1.2954545454545454	-5.568181818181818	-76.90294747780911	5.716891746366152	-1.4559249384269075	-1.3422096379760378	-6.515406781896944	34	0.6486978801436707	5.67996851223372
8	114	9	wm	0	44	8	corrective	137	ESACC	R	2002833	2002847	16	1012.8	788.3	1006.7	768.9	0.72	103	1984013	2003064	0.8023324772439517	-6.953866737000328	1.0613636363636374	-5.202272727272727	-78.46881225762121	5.309438228053949	-1.4559249384269075	-1.3695391340247751	-4.949542002084834	34	0.4580898460284912	5.289639684372297
9	114	9	wm	0	44	9	corrective	138	ESACC	R	2002881	2002897	18	1007.4	769.1	1011.3	780.8	0.44	55	1984013	2003064	0.8023324772439517	-6.953866737000328	1.16590909090909	-5.472727272727272	-77.97350826583943	5.595541779838423	-1.4559249384269075	-1.3608944485699117	-5.444845993866638	30	0.5309470879473147	5.570294695949005
10	114	9	wm	0	44	10	last	139	ESACC	R	2002927	2003043	118	1018.9	779.9	1014.4	799.0	0.71	122	1984013	2003064	0.8023324772439517	-6.953866737000328	1.236363636363636	-5.886363636363637	-78.13810214034959	6.0148043942281655	-1.4559249384269075	-1.3637671536087286	-5.280252119356466	21	0.5535267496319295	5.989280427419337
11	114	9	wm	1	43	0	first	255	ESACC	R	2019875	2020583	710	981.7	523.9	939.7	719.2	7.41	303	2003064	2021092	-1.129999092023849	-6.908190939169622	-0.4613636363636353	-4.072727272727274	-96.4629857703219	4.098775895676075	-1.732934234488978	-1.6835967079965557	-2.8268320396306854	26	0.2021414325504248	4.0937883047638985
12	114	9	wm	1	43	1	corrective	256	ESACC	R	2020609	2020719	112	937.9	709.9	940.0	716.0	0.23	200	2003064	2021092	-1.129999092023849	-6.908190939169622	-0.4545454545454545	-4.0	-96.48307369289722	4.025743604633551	-1.732934234488978	-1.683947308385381	-2.8067441170553447	76	0.19712993965196446	4.020914243942632
13	114	9	wm	1	43	2	response	257	ESACC	R	2020795	2020889	96	934.6	718.9	938.1	721.9	0.12	250	2003064	2021092	-1.129999092023849	-6.908190939169622	-0.4977272727272722	-4.134090909090909	-96.86512934731616	4.1639452545206	-1.732934234488978	-1.6906154374808526	-2.4246884626364382	203	0.1761605625692321	4.160217246591807
14	114	9	wm	2	45	0	response	354	ESACC	R	2035873	2035927	56	995.4	513.2	1230.6	688.3	7.37	314	2021092	2037127	4.500793444301484	-5.361236645750006	6.149999999999998	-3.3704545454545443	-28.72456501435005	7.013021021141685	-0.8724258661166175	-0.5013382357035805	-21.261755052177552	118	2.5431265212663674	6.535669157768528
15	114	9	wm	2	45	1	corrective	355	ESACC	R	2036045	2036073	30	1218.9	689.1	1202.9	683.5	0.3	77	2021092	2037127	4.500793444301484	-5.361236645750006	5.520454545454547	-3.261363636363636	-30.573663635346293	6.411857075530054	-0.8724258661166175	-0.5336110948340514	-19.41265643118132	28	2.131105590894201	6.047338267162197
16	114	9	wm	2	45	2	corrective	356	ESACC	R	2036101	2036201	102	1196.2	691.3	1198.5	689.8	0.06	72	2021092	2037127	4.500793444301484	-5.361236645750006	5.420454545454546	-3.404545454545453	-32.132611113056555	6.400957524574347	-0.8724258661166175	-0.5608198611857564	-17.85370895347106	34	1.962454811866929	6.092702876620957
17	114	9	wm	2	45	3	corrective	357	ESACC	R	2036235	2036239	6	1198.7	688.7	1199.2	698.0	0.35	57	2021092	2037127	4.500793444301484	-5.361236645750006	5.436363636363637	-3.590909090909091	-33.44616281716236	6.515264974346817	-0.8724258661166175	-0.5837456633175858	-16.540157249365212	40	1.8548131216356072	6.245666175017586
18	114	9	wm	2	45	4	corrective	358	ESACC	R	2036279	2036287	10	1202.9	705.8	1205.4	693.9	0.45	57	2021092	2037127	4.500793444301484	-5.361236645750006	5.577272727272729	-3.497727272727272	-32.09344339927691	6.583317336173332	-0.8724258661166175	-0.5601362556198237	-17.892876667250658	84	2.0226472785358887	6.264899451339319
19	114	9	wm	2	45	5	corrective	359	ESACC	R	2036371	2036387	18	1230.4	685.3	1228.6	696.8	0.43	79	2021092	2037127	4.500793444301484	-5.361236645750006	6.104545454545453	-3.5636363636363626	-30.275001801677604	7.068591043400583	-0.8724258661166175	-0.528398462486489	-19.71131826485002	176	2.3841030876038274	6.654399432444737
20	114	9	wm	2	45	6	corrective	360	ESACC	R	2036563	2036575	14	1228.7	686.9	1202.5	695.4	0.48	62	2021092	2037127	4.500793444301484	-5.361236645750006	5.511363636363637	-3.5318181818181813	-32.6527536824878	6.545904735149518	-0.8724258661166175	-0.5698980616021155	-17.333566384039777	68	1.9502486537335266	6.248631769456691
21	114	9	wm	2	45	7	corrective	361	ESACC	R	2036643	2036677	36	1210.7	696.9	1206.9	677.1	0.75	94	2021092	2037127	4.500793444301484	-5.361236645750006	5.611363636363638	-3.115909090909092	-29.042780785271987	6.4184337125434325	-0.8724258661166175	-0.5068921486379404	-20.94353928125561	52	2.2942550214998154	5.9943878101635155
22	114	9	wm	2	45	8	last	362	ESACC	R	2036729	2036741	14	1203.0	674.6	1212.2	691.8	0.66	93	2021092	2037127	4.500793444301484	-5.361236645750006	5.731818181818183	-3.449999999999999	-31.04387176233041	6.690010438663119	-0.8724258661166175	-0.54181777481956	-18.942448304197203	386	2.1716994714713853	6.327713732070408
23	114	9	wm	3	41	0	first	480	ESACC	R	2052937	2052999	64	972.0	507.3	707.7	551.6	4.01	145	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.7340909090909085	-0.2636363636363641	-177.36756513101352	5.740148315675337	-2.725240723985229	-3.0956479977816733	21.22277348948299	166	-2.077905646556649	5.350851409818666
24	114	9	wm	3	41	1	corrective	481	ESACC	R	2053165	2053177	14	699.8	554.9	700.3	572.0	0.65	73	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.902272727272728	-0.7272727272727273	-172.97547387048834	5.946910875987815	-2.725240723985229	-3.018991544237441	16.830682228957823	308	-1.7218947755361083	5.692172463034093
25	114	9	wm	3	41	2	corrective	482	ESACC	R	2053485	2053493	10	701.7	581.7	690.1	575.5	0.28	58	2037127	2054171	-6.401992799806478	-2.830987140773695	-6.134090909090909	-0.8068181818181818	-172.50688806790353	6.186923860813557	-2.725240723985229	-3.010813179154236	16.362096426373018	80	-1.7428983276028902	5.936356818718293
26	114	9	wm	3	41	3	corrective	483	ESACC	R	2053573	2053587	16	699.4	587.7	704.5	597.1	0.36	69	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.806818181818182	-1.2977272727272733	-167.40235288220777	5.950061635905495	-2.725240723985229	-2.9217222333799446	11.25756124067724	64	-1.161569563632237	5.8355796301582235
27	114	9	wm	3	41	4	corrective	484	ESACC	R	2053651	2053659	10	707.3	574.4	705.2	594.2	0.75	78	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.79090909090909	-1.2318181818181828	-167.99126794421562	5.920473303058751	-2.725240723985229	-2.9320007402265684	11.846476302685105	42	-1.2154140055832028	5.794374248118911
28	114	9	wm	3	41	5	response	485	ESACC	R	2053701	2053713	14	688.0	592.3	688.4	608.4	0.61	70	2037127	2054171	-6.401992799806478	-2.830987140773695	-6.172727272727273	-1.554545454545454	-165.8645259774714	6.365467269079232	-2.725240723985229	-2.8948820905665418	9.719734335940869	188	-1.074674675088873	6.27409339239078
29	114	9	wm	3	41	6	corrective	486	ESACC	R	2053901	2053905	6	721.3	594.2	722.5	591.0	0.12	51	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.3977272727272725	-1.1590909090909092	-167.8805322663056	5.520774533186533	-2.725240723985229	-2.9300680380476107	11.73574062477509	48	-1.122914977739033	5.405368941991872
30	114	9	wm	3	41	7	corrective	487	ESACC	R	2053953	2053963	12	707.1	592.2	715.2	599.8	0.31	87	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.563636363636363	-1.359090909090908	-166.27256621289808	5.727231240830983	-2.725240723985229	-2.9020037361553506	10.127774571367574	130	-1.0070989695875792	5.637989832502897
31	114	9	wm	3	41	8	last	488	ESACC	R	2054093	2054109	18	723.3	604.9	720.0	592.7	0.46	90	2037127	2054171	-6.401992799806478	-2.830987140773695	-5.454545454545454	-1.197727272727274	-167.615354581853	5.584497894666734	-2.725240723985229	-2.9254398143510985	11.4705629403225	62	-1.1105580949217064	5.4729587476374295
32	114	9	wm	4	39	0	first	607	ESACC	R	2068933	2069043	112	965.7	499.1	707.6	389.4	5.45	268	2054171	2070207	-6.717121998516256	1.9698406171690597	-5.736363636363635	3.4227272727272733	149.1766576307218	6.679889950595451	2.8563338534437968	2.6036238427764187	14.479217051946776	566	-1.6701649389710318	6.467725939516763
33	114	9	wm	4	39	1	corrective	608	ESACC	R	2069609	2069615	8	678.0	447.9	673.2	454.0	0.24	55	2054171	2070207	-6.717121998516256	1.9698406171690597	-6.518181818181817	1.9545454545454544	163.30808727965965	6.804920436622335	2.8563338534437968	2.8502638181643305	0.3477874030089297	78	-0.0413058534685473	6.804795072243508
34	114	9	wm	4	39	2	corrective	609	ESACC	R	2069693	2069711	20	674.5	454.2	672.8	465.4	0.42	84	2054171	2070207	-6.717121998516256	1.9698406171690597	-6.527272727272728	1.695454545454546	165.43923895483053	6.743875397121513	2.8563338534437968	2.887459431755455	-1.7833642721619574	180	0.20987313039493888	6.740608922125587
35	114	9	wm	4	39	3	response	610	ESACC	R	2069891	2069907	18	670.6	460.4	667.6	453.3	0.27	81	2054171	2070207	-6.717121998516256	1.9698406171690597	-6.645454545454545	1.9704545454545448	163.4842974110469	6.931432552611685	2.8563338534437968	2.85333926513241	0.1715772716216762	174	-0.02075675588027857	6.931401473619189
36	114	9	wm	4	39	4	last	611	ESACC	R	2070081	2070143	64	669.9	455.3	674.4	461.6	0.25	91	2054171	2070207	-6.717121998516256	1.9698406171690597	-6.490909090909091	1.7818181818181813	164.6498635075756	6.731030891290288	2.8563338534437968	2.8736822311664536	-0.993988824907016	64	0.11676660902535495	6.730018010267198
37	114	9	wm	5	32	0	first	717	ESACC	R	2088005	2088039	36	985.3	506.6	1148.6	430.6	3.65	259	2070207	2089243	6.824395447644176	1.558084328325475	4.286363636363634	2.486363636363636	30.11646095855246	4.955291853702653	0.2244636256165395	0.5256314027750679	-17.255642556520154	34	1.4699160962665203	4.732257814754863
38	114	9	wm	5	32	1	corrective	718	ESACC	R	2088073	2088077	6	1214.2	405.8	1213.8	397.8	0.3	58	2070207	2089243	6.824395447644176	1.558084328325475	5.768181818181817	3.231818181818181	29.26119856255055	6.611850743016955	0.2244636256165395	0.510704257996339	-16.400380160518242	80	1.8668416562532344	6.342828428896019
