	roi	task	n_boot	func	loc	loc_deg	kappa1	scale1	kappa2	scale2	maxr	minr	amp	fwhm	nearest_dist_bin	roi_labels
5	6.0	ltm	2	diff_vonmises	-0.1230653946029388	-7.051127714860453	0.7574237194462679	146.85359947869176	0.7400548264560397	147.56104112538486	0.2802024095699806	-0.2792167517882671	0.5594191613582478	102.20646124669572	far	IPS0
6	7.0	ltm	2	diff_vonmises	0.1994451011411576	11.427362539948174	0.7794283137523407	67.81857799160166	0.7481143382832341	68.57466908716191	0.1833790497087442	-0.2446748990062088	0.428053948714953	99.33524185749816	far	LO1
0	1.0	ltm	3	diff_vonmises	-1.084541508023393	-62.13965111649415	1.6836368415931633	1.5218390440102143	1.683786401151124	0.8870538885316603	0.2949287839259185	0.0101745360198895	0.2847542479060289	100.94261640392412	far	V1
1	2.0	ltm	3	diff_vonmises	0.3868448644142681	22.16457805724813	0.9014624786943514	11.584468847432792	0.8439945659583034	11.005466913510876	0.3076068371148128	-0.0182418531635991	0.325848690278412	113.00588122604005	far	V2
2	3.0	ltm	3	diff_vonmises	0.0580256726675737	3.3246261472595906	1.8995623312943768	6.529821927831286	1.8605802716279851	6.173457326809168	0.2168046021575191	-0.0006796773577535	0.2174842795152727	87.68835037440627	far	V3
3	4.0	ltm	3	diff_vonmises	-0.3752186333209414	-21.498444083956745	6.395013267544306	0.6109335501953441	0.1785390635377406	0.8708348506111164	0.4387619812687775	-0.1388962289181924	0.57765821018697	52.58839819465626	far	V4
4	5.0	ltm	3	diff_vonmises	-0.3538885751660564	-20.276321774913228	0.8371121360882754	0.6372046588853643	1.5971898680363286e-12	0.2349372911315372	0.1606055241229493	-0.0002754791601456	0.160881003283095	134.43896137904534	far	V3ab
5	6.0	ltm	3	diff_vonmises	-0.6959461626176817	-39.87477788631843	2.5631174636679463	0.7678947984510993	0.5978416550023149	0.6334623344670588	0.2912690062338338	-0.0609064241270579	0.3521754303608917	77.12143072320244	far	IPS0
6	7.0	ltm	3	diff_vonmises	0.167583436053686	9.601823602176724	1.699560533247663	183.5322605227541	1.6802308805268882	184.16874693141168	0.2998412658410387	-0.2652371514826619	0.5650784173237007	67.25256690814399	far	LO1
0	1.0	ltm	4	diff_vonmises	0.2344565543487363	13.4333710433622	0.4009908057644075	87.75745944738482	0.3824196962504587	90.44476071867985	-0.3061860873137298	-0.4850164487883219	0.178830361474592	111.01845805151402	far	V1
1	2.0	ltm	4	diff_vonmises	0.1977986521703871	11.333027962739362	0.7805791767788037	114.72836623559232	0.7628130715108811	115.99892979393135	0.0124375678802834	-0.2868505631954825	0.299288131075766	91.82513483707356	far	V2
2	3.0	ltm	4	diff_vonmises	0.2127983137575411	12.19244526580779	2.229249141026777	0.864406305503076	0.4472013000867062	1.5310625542908771	0.1132594009133431	-0.1809882518753236	0.2942476527886667	76.24507799091575	far	V3
3	4.0	ltm	4	diff_vonmises	-0.016266917983035	-0.932025746113372	0.7623883071427812	0.9845942038474844	2.1316242603188422e-09	2.712259157176728	-0.1397748697172496	-0.3681327834806533	0.2283579137634037	139.12919922615126	far	V4
4	5.0	ltm	4	diff_vonmises	-0.0213320346504925	-1.222235553900054	1.0528274631658163	96.23188644778438	1.0281616873647514	96.9903249737543	0.1841189661130187	-0.2338306556423717	0.4179496217553904	84.59306469281819	far	V3ab
